k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,off_thresh
0.0729,6.8903,0.0097,0.2504,0.3328,37.5269,0.0154,0.1288,0.025,51.7011,248.6745,19.4393,0.1782,0.0598,0.1689999999999999,0.8775,0.0319,0.0109,0.0045,0.5934,0.954,0.2426,0.7374,8.9323,6.0665,0.0036,3.0435,0.364,9.880007586337625
0.4682,0.2624,0.0992,1.6371,0.0339,52.4345,0.0037,0.084,0.9437,9.5109,168.2507,4.634,0.1834,0.4298,0.2725,5.417999999999999,0.0874,0.5406,0.2817,0.0658,4.1229,0.0748,0.467,1.1894,0.0951,0.0224,0.2367,1.2106,2.565362845011726
3.5948,0.1303,0.1227,0.2208,0.2441,967.8143,0.0099,1.9798,0.0712,9.8702,148.2734,1.1113,0.0739,2.0958,2.0351,0.5274,0.2171,0.0424,0.0137,0.0438,4.2409,0.0218,0.3949,2.5918,0.8009999999999999,0.0037,1.3149,0.5692,2.020087042125861
0.644,0.1155,0.0845,0.053,0.0189,1106.5528,0.0007,0.5167,0.6763,199.1696,306.9573,10.7911,1.2847,0.1803,8.2311,0.3843,0.0067,0.1067,0.0208,0.2298,0.4921,0.299,0.1055,0.1207,1.7761,0.0019,1.3816,6.7336,0.7010978243319052
2.758,0.1574,0.0067,1.1067,0.1544,363.1313,0.0065,0.912,0.2359,5.4216,9.0244,0.4512,0.1297,0.1575,0.7562,4.1181,0.009,0.0349,0.1023,1.74,1.8822,0.3599,0.7984,0.1793,1.7239,0.0476,5.7764,2.0442,1.485731403944893
1.2326,0.2464,0.0153,0.3817,0.0459,850.0249,0.017,0.7287,0.9343,28.3041,36.9338,0.4002,0.2794,1.0918,0.534,1.9812,0.053,0.0269,0.0066,0.4259,0.8927,0.6403,0.5556,0.8453,2.9529,0.0047,12.8057,1.1246,1.4115686569042938
0.0665,4.1125,0.0873,1.1872,0.9588,22.8652,0.0006,0.3238,0.5389,333.5609,16.7521,2.3827,0.2891,0.0447,5.4224,1.7757,0.0076,0.0746,0.0231,0.7211,4.0726,0.0274,0.0791,1.3862,0.3502,0.0076,16.0779,2.9831,9.071799651388478
0.6811,0.7435,0.0999,0.0955,0.0249,43.3637,0.0055,1.3144,0.0159,11.6409,13.7188,6.4505,0.961,0.1702,4.3333,0.3093,0.1992,0.2539,0.0548,0.2411,3.6652,0.0904,1.2687,1.0375,8.5605,0.0147,0.9754,5.5697,2.654448669048292
0.1408,0.20600000000000002,0.0128,2.0519,1.2471,301.6288,0.001,0.1438,0.1323,14.4532,59.7871,6.6229,4.8045,0.027,2.3451,0.3491,0.0166,0.0061,0.0105,1.3494,0.1867,0.0327,0.0196,0.3724,4.3152,0.0528,2.2801,3.4301,1.2314020782232693
0.4333,1.8053,0.2447,3.4407,0.6326,515.5452,0.0004,0.1401,0.172,431.5759,27.8872,10.6124,0.5447,0.2946,5.1383,8.042,0.0404,0.0424,0.1257,0.8781,0.8421,0.5051,0.071,6.0544,1.518,0.0599,3.6365,1.0687,3.313906749006572
2.385,1.4076,0.0117,0.3165,0.1796,898.347,0.0055,1.8154,0.044,60.8962,19.3348,10.2419,2.7866,0.1337,0.7136,2.7262,0.0703,0.0295,0.0354,0.1594,0.6549,0.1039,0.0775,0.4145,0.2092,0.0146,18.117,5.2705,0.7635587302794807
0.8293,1.9813,0.0089,0.1518,0.2271,707.9228,0.0008,0.9271,0.0257,44.1248,56.7053,26.6184,3.7952,0.1248,4.5744,6.2819,0.0063,0.0631,0.0126,0.6451,1.3284,0.175,0.0638,0.1206,0.1102,0.0099,0.3875,4.0011,7.14356059228261
0.6123,1.3136,0.0514,0.27899999999999997,0.0264,99.6912,0.0098,0.0413,0.0634,44.5725,221.7167,35.929,0.0862,0.423,0.1568,0.3789,0.335,0.069,0.2599,0.0538,3.1053,0.6486,0.9392,1.3218,0.608,0.0687,18.5983,5.1627,2.7939113896265595
3.5981,2.4424,0.2072,0.3115,0.1089,1530.3867,0.0006,0.0759,0.0843,91.3472,16.2476,1.5414,4.7999,0.1451,0.4837,5.0178,0.0294,0.3287,0.0209,0.0815,4.2604,0.7072,0.0393,5.7657,2.3153,0.0056,7.1248,1.4436,5.165022140891831
3.6378,2.9558,0.0537,0.2286,1.0395,575.1108,0.0151,0.9684,0.0958,34.3127,43.0263,5.3826,0.591,0.4696,6.582999999999999,4.9756,0.0117,0.0965,0.1666,1.1441,0.4207,0.3302,0.0266,0.6824,3.8049,0.0093,0.2135,5.1582,0.6775683139898405
0.3138,1.2068,0.1254,0.5377,1.6644,126.2072,0.0009,1.7986,0.0289999999999999,136.5273,181.8281,2.4071,0.1592,0.0646,1.6071,0.2446,0.0082,0.0065,0.0181,0.9048,2.4888,1.3621,0.3295,1.8014,4.1299,0.0013,5.1044,5.2741,1.210562221734083
0.4694,2.9311,0.0552,0.2568,0.7614,731.4091,0.0114,2.7575,0.6647,107.6442,42.5602,0.4209,4.6273,0.049,0.2536,0.9548,0.0602,0.0104,0.0935,0.0313,2.2892,0.0227,1.2182,6.9708,0.8243,0.012,1.2275,0.4265,7.518877849848049
3.9777,0.1751,0.1892,0.5319,0.7256,228.4045,0.0014,0.0528,0.0656,14.1437,299.204,15.7135,0.3238,0.627,2.5156,0.5529,0.1458,0.0136,0.003,0.6501,1.9166,0.0237,0.1377,0.2212,0.2165,0.0135,1.2328,2.0412,3.148487597678045
0.4531,9.3945,0.0459,1.1906,1.1544,313.5061,0.0039,1.6195,0.3402,113.6238,13.7138,0.7237,0.0789,0.7767,13.2835,0.5278,0.0077,0.0097,0.1115,0.042,2.6514,0.3559,0.0487,0.1774,7.6318,0.0034,1.675,0.6811,7.022665248513357
0.59,0.9031,0.0064,0.1658,0.0486,114.4534,0.0112,0.2437,0.0371,35.4127,36.3682,0.579,2.588,0.1764,10.9984,7.4578,0.1618,0.0581,0.0327,0.1011,1.9887,1.4147,0.0206,0.2514,1.6403,0.0014,1.7132,7.987999999999999,2.7939113896265595
3.3697,0.968,0.2858,1.3382,1.4591,66.9154,0.0024,0.9261,0.2435,100.6373,5.6727,0.596,5.5952,1.3255,1.3595,2.6066,0.0067,0.0916,0.0199,1.771,2.5436,0.1827,0.7799,3.2511,0.618,0.0067,12.0909,8.2925,7.518877849848049
0.3857,0.1512,0.293,0.0662,0.0425,552.0633,0.0004,0.7446,0.0456,47.7944,9.1694,1.8499,2.4472,0.0273,0.706,11.655,0.0075,0.0856,0.1072,0.6535,0.7726,0.4175,0.0352,1.2756,1.3183,0.0637,1.2356,0.3566,7.779981432285307
0.0447,2.9331,0.1286,1.804,0.4263,1297.8315,0.0049,2.9943,0.8509,133.3785,32.321,5.4989,0.1605,0.0521,0.9449,0.177,0.3521,0.0153,0.2113,2.2728,1.9883,0.1797,0.3474,3.1517,0.2374,0.0068,3.5712,1.3155,0.7131672395025093
0.5805,1.1575,0.1938,0.5961,1.4712,189.4882,0.0004,0.1284,0.0929,102.4019,9.5311,24.9993,0.0752,0.2123,0.3489,9.9566,0.1326,0.0617,0.0062,0.0442,0.3872,0.015,1.3564,5.3997,0.2132,0.0021,1.0142,9.4413,2.940701375809125
2.2764,0.1058,0.0279,2.1493,0.5514,147.1511,0.008,0.1146,0.0249,144.2051,7.0207,12.0108,0.7079,0.0646,1.1772,3.1571,0.0209,0.0236,0.1094,1.6859,2.3149,0.3529,0.5284,1.4277,6.0214,0.0185,9.5081,1.6354,8.767341419868659
0.8959,0.1004,0.03,0.2683,0.0427,113.2152,0.0014,0.3483,1.2391,12.7901,27.1494,0.5529999999999999,2.6733,0.2119,1.6608,0.4802,0.0073,0.093,0.0804,0.3017,2.4477,0.0312,0.4545,0.0937,1.3777,0.0089,0.4171,3.7759,2.3960602713947914
3.7401,0.8578,0.0955,0.0556,0.3851,354.9606,0.0005,0.3428,0.6346,56.7308,11.7827,12.4851,4.5651,1.3695,0.9578,14.9058,0.4973,0.0472,0.0912,0.3504,1.606,0.0301,0.0475,6.6754,2.056,0.0902,4.092,3.2526,0.5335490743180571
1.8516,1.4688,0.0145,0.2253,0.3404,33.3763,0.0017,0.1357,0.0244,269.2625,148.6722,33.2916,0.4019,0.0698,1.6511,0.3212,0.0086,0.1639999999999999,0.282,0.0686,1.338,0.7798,0.3941,1.9788,1.761,0.0917,0.8679,1.5930000000000002,0.5615813381678192
2.7031,7.9487,0.0129,0.0919,0.0515,1670.4391,0.0012,0.2408,0.0266,22.8733,12.7151,5.3338,2.0471,0.149,0.3864,0.7372,0.283,0.0568,0.0262,0.0327,1.2978,1.2124,0.0418,0.6922,4.4854,0.0019,13.0609,2.113,0.5069160874084907
1.4233,0.473,0.0198,2.8821,0.1445,214.4174,0.0073,1.5882,0.1061,11.3215,24.2339,3.7753,0.8524,0.5285,6.155,7.4963,0.2241,0.1688,0.0041,0.1389,2.7917,0.0586,0.1277,2.905,0.1916,0.0518,1.8237,1.2037,0.5156426595119222
1.7536,0.1062,0.0217,0.1021,0.0699,154.7393,0.0006,0.45,0.0409999999999999,38.9171,18.8808,24.1775,0.2096,0.1128,11.9063,1.8392,0.1053,0.4502,0.2511,0.1053,1.6419,0.0778,0.1242,2.0114,7.6334,0.0717,0.5767,14.0058,1.3876797186324314
1.9249,6.5491,0.0495,1.803,0.1377,21.9953,0.0055,1.394,0.3493,23.0371,29.6419,0.6458,1.5646,1.0567,0.8477,9.384,0.1285,0.0524,0.0156,1.9649,4.4233,0.6034,0.5584,3.0704,6.4873,0.0486,18.6648,0.3494,1.7031089353146065
0.8571,1.2078,0.0126,1.8463,0.2856,1574.48,0.001,0.0399,0.0555,5.9908,6.3972,12.4174,0.931,1.3763,0.4663,1.0434,0.0826,0.2103,0.0038,0.261,2.8363,0.0205,0.0503,0.6261,0.932,0.0067,1.4671,0.2166,4.991679081388092
0.5586,0.2999,0.0179,0.2781,0.026,321.9754,0.001,0.1137,0.0349,7.3292,99.0495,2.8756,1.3597,0.0271,0.4303,6.3703,0.0068,0.1581,0.0541,0.3308,1.2138,0.1535,0.1402,4.261,4.5937,0.0124,1.2522,15.7956,2.0548628870165624
0.4919,0.1187,0.2565,0.1936,0.2365,255.2199,0.0296,0.1193,0.089,38.4236,13.5183,14.37,0.1116,0.0672,2.5164,14.1418,0.0361,0.5167,0.0048,0.103,0.4789,0.0423,0.0786,0.7269,0.4659,0.0014,0.2791,0.6082,3.0952035965756077
0.1204,2.1064,0.0453,0.2994,0.975,435.2341,0.0016,2.6036,0.2386,28.235,53.4086,1.3587,0.2521,0.2337,3.7382,0.1577,0.033,0.0661,0.084,0.0535,4.1652,0.1739,0.2167,0.8342,3.6682,0.0997,0.2829,0.2048,7.14356059228261
0.8366,0.4814,0.0892,4.1426,0.2048,151.6258,0.0215,0.0965,0.1024,5.4942,273.4524,17.7922,3.3181,1.4209,1.4899,0.2719,0.1192,0.4791,0.0324,2.9237,1.7974,0.0206,0.1264,6.5744,3.0519,0.0196,1.7448,1.3688,0.8036755270696192
3.7899,0.4762,0.0728,0.129,0.1137,92.8139,0.0131,2.7694,0.7636,24.542,16.9743,0.3636,2.5057,0.0288,1.7228,13.457,0.0091,0.3441,0.0058,0.2969,1.7634,0.7608,0.3476,0.3689,0.2116,0.0893,0.2635,19.2003,0.921261385208434
0.365,3.1255,0.0999,1.7817,1.6402,39.3753,0.0087,2.4843,0.0166,30.686,58.4702,5.8426,0.0997,0.1789,0.7288,1.3253,0.0431,0.1793,0.1741,0.1808,0.8784,1.3775,0.1732,1.8672,0.1826,0.0078,5.796,8.947000000000001,1.3876797186324314
0.8595,0.2908,0.0109,0.0976,0.182,176.2668,0.0032,0.2848,0.0749,378.2696,8.7375,7.1495,0.5495,0.0404,1.7768,0.7273,0.5162,0.1891,0.0118,0.2697,2.2849,0.7707,0.1381,0.4797,5.882000000000001,0.005,7.7084,0.5045,3.370955729908119
1.128,2.9957,0.0507,0.2353,0.3979999999999999,70.8139,0.0014,0.1059,0.2219,15.9434,188.12,0.9675,0.2583,0.6135,0.5449,4.2968,0.292,0.3403,0.0037,0.048,1.8491,0.1087,0.2756,1.3075,0.2476,0.0019,0.3736,1.5873,0.61161270030853
1.8349,5.4641,0.0322,1.6093,0.6615,231.1068,0.0008,0.3958,0.0175,18.4334,63.6562,2.5893,0.1615,2.0078,0.2714,4.8795,0.0074,0.0069999999999999,0.2269999999999999,0.0305,0.7416,0.1894,0.3853,0.2546,0.1874,0.0373,16.5156,3.5182,0.7900743784730799
0.395,0.2145,0.0032,1.2855,0.1163,152.122,0.004,0.1197,0.1239,18.6053,8.3959,9.0741,0.4628,0.1358,14.7816,4.8312,0.0795,0.2093,0.0325,0.2499,1.4309,0.1487,0.0226,4.169,0.4346,0.0418,1.3651,6.9042,8.767341419868659
3.3753,0.2745,0.0106,1.4942,0.0813,929.5684,0.0115,1.8897,0.1607,51.6418,6.3107,3.9253,3.2615,0.6009,1.5614,7.593999999999999,0.0083,0.1788,0.0931,0.3728,2.2686,0.0161,0.8818,0.5275,4.3397,0.0745,3.7782,15.7377,0.7767034113825269
1.7219,0.1454,0.031,0.8523,1.3755,264.9855,0.0004,0.4048,0.3588,236.7625,107.2889,16.3067,0.2373,1.2148,1.3053,0.7409,0.0297,0.1346,0.0041,0.547,4.8449,0.1069,0.0208,3.4405,5.8596,0.0164,10.0383,0.2019,5.6251747058592345
3.1841,1.2205,0.017,0.0687,0.0227,65.3331,0.0005,0.0751,0.4696,38.9691,41.9591,2.7179,0.6004,0.0382,8.3768,14.55,0.062,0.0398,0.01,0.4262,1.1138,1.022,0.8771,1.36,0.5127,0.0294,3.5691,0.4755,0.986356543853544
1.0444,0.2109,0.0218,0.0559,0.2476,322.6942,0.002,1.527,0.0902,147.0986,29.2892,9.0568,0.4023,0.3792,10.4497,0.2411,0.3394,0.0238,0.0123,0.2968,2.9701,0.0244,0.1931,1.8952,0.7467,0.0137,1.9459,2.0839,1.95229099812178
0.2932,0.1177,0.2339,0.3398,0.9434,198.8572,0.0034,1.1227,1.0754,138.0724,25.5356,5.7755,5.2047,0.0956,1.1821,0.7714,0.2062,0.0171,0.0116,0.6036,4.9538,0.0475,0.0811,1.111,1.2779,0.0957,0.3515,1.6861,2.090237398876876
1.1571,0.3241,0.0033,0.4423,0.3093,129.7587,0.0004,0.1168,1.1229,63.5577,105.4411,0.5221,0.0947,1.6974,5.2924,12.8778,0.2341,0.0209,0.0059,0.1166,0.9076,0.0629,0.0481,0.405,1.3179,0.0055,3.6965,0.7508,0.5615813381678192
2.4739,4.847,0.0067,0.3392,0.0628,349.8929,0.0041,0.1572,0.0161,12.576,15.7466,24.7947,1.3684,0.0555,4.8131,0.1658,0.1198,0.5509,0.1153,0.0454,4.7383,0.1777,0.2578,1.2202,6.7813,0.0185,5.4275,0.3302,2.3960602713947914
1.8079,8.3331,0.052,2.7225,1.4078,1042.99,0.0237,0.0863,0.0382,18.5751,86.8026,8.3896,2.1287,1.0131,0.1874,0.2532,0.0176,0.2174,0.0446,0.9706,1.8785,0.1625,0.8785,0.1848,0.2377,0.0037,17.4868,1.5575,1.3184113840781164
0.203,0.317,0.0033,2.5436,0.0246,270.8656,0.003,0.0489,0.2173,83.5965,342.9692,1.3030000000000002,0.2029,0.1015,3.7716,0.7899,0.0185,0.0112,0.0731,0.0485,0.0834,0.2955,0.7564,1.6762,1.2778,0.0575,5.0748,0.9863,3.428986810327971
3.6973,0.1333,0.0237,0.1875,1.2571,91.3095,0.0006,0.4202,0.0162,136.6876,58.9384,7.3745,6.3419,0.0469,0.4059,6.0714,0.1037,0.0432,0.1874,0.3668,0.4026,0.03,0.3555,6.9842,0.3765,0.0098,0.7440000000000001,18.3849,0.5427341339036754
0.3447,0.1983,0.0279999999999999,3.302,0.0559999999999999,898.1341,0.0021,0.155,0.0184,13.9973,12.9896,1.2744,0.7379,0.0543,4.8298,0.3555,0.5245,0.015,0.0144,0.081,4.1758,0.1328,0.1773,4.3502,1.2633,0.0165,1.2388,0.5254,7.391630756375023
0.6083,1.9869,0.0126,1.9272,0.6655,187.3625,0.0025,0.1298,1.2034,43.2071,11.5141,0.9015,0.0987,0.1317,2.9197,0.3102,0.4416,0.1622,0.0175,0.1305,0.5858,0.1614,0.2875,3.7732,4.586,0.01,0.3869,3.0959,3.313906749006572
0.6332,3.722,0.0867,0.1072,0.3238,378.3080000000001,0.0021,0.3796,0.1708,48.0569,49.7758,2.6459,0.1293,0.2678,1.7994,4.5083,0.4421,0.2968,0.017,1.3996,0.4864,0.0626,0.7883,0.128,1.2933,0.0012,1.992,0.7845,0.9696637599248892
2.9798,2.6391,0.0093,0.3833,0.2155,22.6715,0.0113,0.0545,0.1519,40.2074,28.8286,9.7738,2.9196,0.3668,0.3356,0.1874,0.1516,0.1191,0.1046,0.2793,4.5222,1.0177,0.326,0.4646,0.3393,0.0023,9.7834,13.1586,2.315646207936933
0.2081,1.2682,0.0353,0.0521,0.8781,159.3386,0.0007,3.341,0.4753,323.8864,60.3382,8.7474,1.6959,0.1733,1.7064,0.1604,0.0632,0.0079,0.0093,0.5556,1.3499,1.0234,0.1275,2.3437,0.6191,0.005,0.2876,13.49,2.020087042125861
0.1581,0.2331,0.0039,0.1585,0.0202,612.1080000000001,0.0114,0.43,0.8532,7.8058,12.6145,0.3871,0.2382,0.2722,0.2933,0.2059,0.1725,0.0069999999999999,0.2458,1.7548,1.2498,0.0978,0.1384,1.1161,2.1469,0.0015,3.4095,0.2127,1.674286062245708
0.4053,0.6179,0.0053,0.0559,0.1735,57.239,0.0172,0.502,0.1011,4.9432,33.3873,7.4735,0.0891,0.2686,2.4394,6.9748,0.012,0.0104,0.0062,0.0516,0.4967,0.8044,0.0191,4.3035,0.469,0.0588,6.6737,4.1602,3.313906749006572
2.0074,3.0027,0.2078,0.6884,0.5760000000000001,107.0113,0.0059,0.6394,0.2006,54.4927,23.185,12.335,2.0917,0.0981,0.176,1.6515,0.0083,0.0636,0.0175,0.7295,1.7801,0.8575,0.2198,4.7996,3.0734,0.0193,4.285,0.9249,0.7506365055719758
0.0611,0.2665,0.1657,3.7407,0.4074,1760.1363,0.0013,0.2052,0.6697,128.6624,29.5425,1.4604,0.7286,0.268,9.2575,1.0948,0.0525,0.0661,0.1347,1.7939,0.8763,0.0281,0.0223,2.2724,0.3382,0.0014,6.4728,0.2058,0.7635587302794807
0.3557,2.6841,0.0091,0.221,0.0568,354.5309,0.0004,0.276,0.2145,119.8862,12.1186,12.6865,0.3389,0.061,7.0866,1.9749,0.0605,0.2014,0.0067,0.0566,0.9698,0.139,0.3201,0.1319,0.2286,0.0019,0.2475,4.821000000000001,1.3876797186324314
0.3261,0.5817,0.0162,0.9744,0.9263,373.5754,0.0013,1.0296,0.4476,30.6091,75.5471,14.08,2.9813,0.0254,0.3009,3.5033,0.0225,0.0066,0.0327,0.8592,1.4254,0.0454,0.9132,2.6399,6.5223,0.0439,0.728,3.6025,3.428986810327971
2.6422,0.7305,0.0285,0.5143,0.9796,779.5771,0.011,2.135,0.0425,349.3056,387.0002,7.534,0.4665,0.5716,0.9426,0.152,0.0123,0.0533,0.0104,0.0715,3.7445,0.2167,0.5261,0.1662,0.9927,0.0106,12.3219,3.2909,0.831584287316239
0.6403,2.8844,0.0182,0.0982,0.0336,1112.2567,0.0028,1.2007,0.0452,379.0811,5.3346,2.4581,0.4042,0.1989999999999999,4.6016,3.4936,0.0209,0.084,0.0896,0.1411,0.4662,0.6947,0.1436,0.9257,6.9489,0.0163,16.2978,1.5663,5.077610951579108
0.157,0.1123,0.0473,0.1017,0.0476,416.4505,0.0114,0.0424,0.3293,11.781,140.8822,0.563,0.3833,0.1979,3.9562,3.9863,0.0232,0.5438,0.0337,2.528,1.2161,0.1745,0.1184,0.6291,5.2414,0.0335,0.2202,1.065,2.237930916992854
0.4403,5.9459,0.0776,1.4663,0.5966,1348.4474,0.0006,2.0421,0.0795,288.772,118.573,26.8803,0.9343,0.1908,0.2999,2.4414,0.1336,0.1111,0.2809,0.0319,4.2946,0.2695,0.0564,3.3246,0.1772,0.001,3.4961,2.7641,1.919251047202832
2.6424,1.6966,0.0705,0.0776,0.0276,734.9533,0.0005,0.731,0.0918,44.6327,22.6485,3.4244,0.3843,2.3614,0.1823,2.3831,0.0497,0.0176,0.2776,0.8011,0.5617,1.2766,0.501,0.6732,5.9877,0.0373,2.8832,0.7132,1.3641950691416818
2.2576,0.6585,0.0164,0.1876,0.0483,1538.1905,0.0007,0.3125,0.037,183.1442,21.6207,5.6569,5.4033,1.1574,4.4953,14.2374,0.0709,0.0627,0.0143,0.4641,1.0119,0.0323,0.4294,0.1465,0.2781,0.055,4.9306,2.9955,1.169934601268782
0.0956,0.3461,0.0201,1.9796,0.3256,1131.9635,0.0006,0.5047,1.2678,135.4887,99.2186,7.6198,0.168,0.0808,2.0164,0.2813,0.2223,0.0958,0.0543,0.2726,1.6082,1.3174,0.0438,0.3117,0.67,0.0157,11.5884,1.2425,0.953253479353692
1.3266,0.1945,0.0311,0.0738,0.0195,66.9758,0.0004,0.2064,0.0716,165.7767,6.5335,9.4604,3.945,0.0794,14.5115,12.517,0.025,0.1463,0.0035,0.2054,2.4376,0.0362,1.4525,0.1049,1.642,0.0084,0.8456,0.2445,1.886770253887835
0.9991,0.3931,0.0081,3.4736,0.2165,21.0557,0.0006,0.1125,0.9972,19.4344,21.8175,2.6066,0.1262,0.0363,1.1947,0.9314,0.0599,0.0083,0.0039,0.9549,4.508,0.3979999999999999,0.2456,1.6479,6.9096,0.0864,5.479,2.2208,1.0927241047717842
3.9685,1.2804,0.0151,0.1471,0.1409,1517.9772,0.003,0.2405,0.4797,316.9617,44.2374,0.9786,5.2794,0.3324,13.7875,10.444,0.0169,0.051,0.0391,0.1003,2.3869,0.0275,1.2192,0.7367,0.2042,0.0995,0.6243,1.546,1.6180954282857098
2.8421,1.5626,0.0293,0.5232,0.5135,112.7133,0.0042,0.2903,0.4196,266.8629,158.9212,4.2893,0.0873,0.2083,0.152,0.467,0.0818,0.0061,0.296,0.0559999999999999,0.8964,0.8849,1.2345,7.5473,0.2166,0.0227,1.4538,11.9007,0.5427341339036754
3.4119,0.1213,0.1419,0.1238,0.2423,22.9697,0.0021,0.0652,0.0687,18.9728,12.1208,2.96,0.2085,0.1054,4.0798,2.0895,0.2374,0.1871,0.1211,1.9538,3.1034,0.1895,0.6768,0.7236,2.325,0.0017,0.6604,11.5768,2.0548628870165624
0.0459,9.7314,0.0534,0.4721,0.0289,477.1173,0.0005,0.0998,0.2303,82.3461,309.644,4.3027,1.4081,0.0703,6.2168,13.945,0.3186,0.3097,0.0148,0.6718,1.4926,0.0885,0.2339,0.9943,0.3723,0.0812,1.5122,0.2039,1.886770253887835
0.6196,1.1903,0.0099,0.0647,0.2714,74.2538,0.0122,0.2461,0.4888,5.8252,11.7155,35.77,0.2612,0.2337,0.1581,0.2448,0.0749,0.0116,0.0121,0.0621,0.7648,0.5254,0.0188,0.3883,0.1323,0.0127,6.4731,6.2103,0.5335490743180571
2.089,0.244,0.004,0.6694,0.0802,771.2556,0.0007,0.146,0.936,56.8213,60.1239,19.8569,0.4687,0.8091,0.2558,0.778,0.1083,0.0388,0.1043,0.077,0.2431,0.1169999999999999,0.5294,0.2296,0.3931,0.002,11.3444,2.3885,0.6661013636940104
3.2665,7.4329,0.1731,0.8433,0.0443,103.2929,0.0012,0.0351,0.2522,11.7329,55.8308,8.9147,1.797,0.1535,0.5543,1.8535,0.546,0.01,0.195,2.98,3.1448,1.2505,0.4866,6.3448,1.0454,0.0624,12.0044,10.7553,0.8036755270696192
0.9149,0.5161,0.003,0.0567,0.4042,1301.613,0.0156,3.0610000000000004,0.3974,206.432,13.0483,30.8146,0.8079999999999999,1.5482,1.6442,1.7164,0.0825,0.0347,0.0425,0.7341,1.0531,0.0567,0.0237,0.4702,0.0988,0.038,1.1243,1.1974,1.0560512436788947
3.0325,2.1396,0.2295,0.5815,0.1633,1634.6774,0.0004,0.064,0.3018,11.7318,395.583,5.0215,1.0302,0.2733,0.4879,3.3916,0.0819,0.1071,0.0278,0.0858,0.8794,0.8938,0.0245,0.8525,3.1630000000000003,0.0011,2.8807,12.8548,0.5069160874084907
0.2117,4.3422,0.0331,0.2874,1.6897,204.3348,0.0004,2.3591,1.3742,159.8207,42.7072,1.8821,1.3159999999999998,0.282,0.4346,1.0351,0.1602,0.2097,0.0771,2.8595,2.1023,0.5298,0.0289999999999999,8.9401,4.1495,0.0027,7.9508,0.6676,3.0952035965756077
0.4796,0.3894,0.2636,0.1356,0.1528,183.7917,0.003,0.0777,1.4296,4.6167,19.6672,1.7252,1.5322,0.6498,6.4684,5.035,0.0096,0.39,0.2053,0.0911,0.4836,0.0389,0.0188,0.4904,0.2974,0.0152,2.8698,2.2185,0.6548284764120079
1.6778,0.9052,0.2569,2.6487,0.0723,213.2364,0.0135,0.1686,0.5287,5.1599,319.4607,0.4812,3.2291,0.071,0.1935,2.9957,0.5194,0.0776,0.2227,2.1124,2.1603,0.059,0.7891,4.6805,0.424,0.0646,5.8197,4.6363,1.2314020782232693
0.9123,0.5018,0.0235,0.8758,1.0821,326.655,0.0097,1.0329,0.0332,10.8569,355.2257,24.0856,0.1658,2.2776,0.2824,2.2305,0.0632,0.0068,0.2753,0.9231,3.8867,0.2647,0.0226,0.223,3.5456,0.0025,1.6976,1.0568,0.921261385208434
2.4594,0.757,0.0068,1.4519,0.2054,1742.3105,0.0085,0.0553,0.8292,79.2074,30.4685,0.8296,1.4592,0.1029,3.0459,5.3414,0.0494,0.2018,0.0477,0.2983,0.2099,1.2327,0.02,3.0904,1.8552,0.0186,7.5798,1.8146,1.210562221734083
0.0749,0.2663,0.0923,1.1825,0.5063,669.7573,0.0005,2.6929,0.0318,43.8002,73.4629,0.515,0.1906,0.0282,2.4774,3.2083,0.046,0.0315,0.0034,1.1628,0.9085,0.9601,0.0214,0.336,3.7867,0.0027,14.2985,6.0213,0.6892326680987446
0.8264,0.4278,0.0272,0.2482,0.1371,204.3484,0.0035,0.7042,0.019,70.0383,14.1708,3.3578,1.0196,0.1248,4.6425,7.2717,0.0289999999999999,0.579,0.264,1.3432,0.1747,0.0912,0.0975,4.792,0.2213,0.0167,1.3213,18.9118,4.3545625390445855
0.2981,0.5345,0.1847,0.344,0.593,499.9543,0.0006,0.2149,1.1817,18.8613,303.3363,6.2356,0.1311,0.1512,0.2116,1.5151,0.4054,0.062,0.0236,0.257,0.9224,0.787,0.0246,1.2398,0.6214,0.0216,1.4999,9.4614,1.3184113840781164
0.8854,6.8438,0.1659,0.7213,0.4577,322.9979,0.0143,1.6991,0.0945,410.483,170.0471,6.3125,0.8059,0.2459,3.9181,1.5814,0.4696,0.0102,0.1143,0.4823,2.5292,0.5288,0.3165,7.4123,0.6272,0.0026,0.7054,17.6016,1.5637906054878683
0.698,0.1095,0.0075,0.2648,0.0813,143.8058,0.0004,3.2074,0.8993,155.3798,4.8128,14.633,0.2898,0.0961,4.6873,4.6610000000000005,0.5837,0.0156,0.0076,0.6162,0.1671,0.1394,1.0336,4.2856,0.1589,0.001,1.586,13.8223,0.921261385208434
0.7025,0.1613,0.0251,0.0632,0.3609,169.1326,0.0004,1.0611,0.024,25.359,12.5923,23.7193,0.2941,0.6193,10.4008,11.9609,0.0436,0.3084,0.2559,0.2797,3.4081,0.0263,0.0193,4.3768,0.0927,0.0724,3.8127,0.3703,2.8909338825319995
