k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,bistable,rebi
3.9329,6.3399,0.0905,2.5503,0.6036,415.8044,0.0077,3.4596,1.4845,384.1732,407.1733,12.4503,1.2431,1.4542,7.8672,12.1314,0.4858,0.2806,0.1705,1.6688,3.5925,0.2106,0.0808,8.1858,1.9914,0.0809,4.1175,7.3125,1,1
0.9855,7.5817,0.0525,1.4929,0.739,1672.0886,0.0136,3.0306,0.3909,224.2826,333.121,1.593,2.6491,0.2283,14.4654,4.8003,0.0598,0.2776,0.1867,1.3768,1.879,0.2516,1.4654,0.7023,4.2155,0.0967,1.1071,11.4988,1,1
2.3305,8.6959,0.0155,2.4578,0.0577,542.3238,0.0071,3.4014,0.2701,432.1131,427.3164,5.2098,6.4286,0.2613,14.7201,2.3193,0.5589,0.5333,0.0142,1.4127,0.4168,1.153,0.4963,6.5727,3.201,0.0102,13.3069,11.3218,1,1
3.4506,5.3573,0.1565,3.6761,0.2906,684.7737,0.0237,0.6804,0.3228,155.9379,157.0422,24.7318,2.4932,0.1592,13.2665,11.7772,0.0212,0.2309,0.0917,0.8807,4.1265,0.1311,0.1399,3.5839,8.316,0.0762,12.9696,3.0856,1,1
2.7322,9.8754,0.1668,2.0842,0.1564,1133.0865,0.0277,1.9764,0.3736,416.511,8.9876,19.8193,3.3628,0.3817,5.0578,6.0604,0.5774,0.5763,0.1743,1.9888,0.4493,0.6552,1.4695,4.2675,8.7672,0.0626,2.1789,7.4161,1,1
2.847,3.2587,0.007,3.9027,1.2671,1054.8903,0.0256,3.0201,0.5605,324.9313,231.6697,32.4198,5.9491,0.7642,0.1879,3.901,0.335,0.4764,0.0965,1.6924,1.0199,0.6549,0.1381,6.4898,6.6145,0.0506,16.1054,12.2855,1,1
3.5234,1.6973,0.2264,2.4557,0.5127,435.6181,0.025,1.5948,1.032,274.4574,154.1953,5.4078,4.0713,1.6953,0.6778,9.4257,0.0876,0.0201,0.2163,2.1834,3.2796,0.1007,1.247,7.3379,6.0208,0.0926,6.9434,3.7403,1,0
3.4771,6.7056,0.1526,0.5906,0.1822,552.1685,0.0065,2.2483,0.2685,72.6876,86.1168,33.6586,2.113,1.5005,2.6938,14.3165,0.039,0.4576,0.2731,2.6695,2.915,0.4157,0.328,3.692,2.7746,0.0144,1.767,2.7525,1,1
3.1207,7.6545,0.2763,0.5421,0.1133,1147.3095,0.0193,1.2113,0.7029,292.5502,103.8371,2.4436,5.6755,2.2756,1.1163,13.3348,0.3922,0.3582,0.2873,0.2509,1.7771,0.719,0.0956,2.2465,8.5633,0.0546,12.65,19.5659,1,0
2.4699,9.4791,0.2342,4.2249,0.6861,938.1944,0.0045,0.1896,0.7847,202.9499,261.1954,16.0223,1.1302,0.3906,3.275,13.7594,0.3807,0.2236,0.0105,1.0391,1.8977,0.3807,0.2389,2.0478,0.9762,0.0936,1.6789,10.2553,1,1
2.8445,8.1137,0.0546,1.8171,0.7148,377.1863,0.0077,1.3116,0.7372,333.3042,443.1602,16.7853,1.354,0.6314,1.087,12.4938,0.0584,0.0527,0.1163,0.2632,1.4464,0.8826,0.8225,2.2074,3.8144,0.0926,9.2169,12.9604,1,0
3.9996,3.8863,0.1715,3.2906,0.5675,499.457,0.0098,0.5443,1.341,228.0254,422.2299,2.4647,0.1704,2.1394,2.5974,3.5235,0.1817,0.1919,0.2832,2.6196,2.4576,1.2583,1.1184,1.8398,1.8441,0.035,12.6636,12.9629,1,0
3.2904,2.8037,0.1489,4.3462,0.0839,1210.3415,0.0189,1.5318,0.7334,391.6418,221.853,31.8434,1.4607,2.3196,1.0124,7.4513,0.0531,0.4115,0.297,1.2938,4.0,0.7924,0.3886,2.0641,7.7175,0.035,16.5299,9.9418,1,1
2.2645,9.5336,0.2159,2.1219,1.2266,1234.2214,0.0115,3.303,1.4592,87.932,194.6891,10.7358,3.5619,1.088,0.9266,12.0805,0.2976,0.0659,0.0487,1.4314,3.9601,0.1307,0.0276,4.239,0.6492,0.067,3.0707,11.5924,1,1
2.3287,5.0789,0.0096,2.4623,0.5544,317.3683,0.0046,0.51,0.9504,345.7918,122.0655,2.5417,4.6384,0.3932,13.9631,7.7141,0.4175,0.446,0.0069,0.3471,2.8262,0.1215,0.9205,0.6156,9.0662,0.0603,12.8117,2.8709,1,1
3.2882,9.2238,0.0884,4.0034,1.5669,1637.907,0.0131,0.1912,0.2511,341.7477,341.0849,14.495,4.4716,1.0347,11.2024,13.9918,0.2266,0.0486,0.1957,1.5309,0.8411,0.7659,0.325,6.4874,0.7944,0.0047,0.3981,13.4265,1,0
2.3613,2.4286,0.1081,0.5012,0.033,1375.5839,0.0288,2.3256,0.5566,386.8977,151.9137,20.9468,6.8621,2.0954,8.7552,13.686,0.4868,0.1861,0.0461,1.1125,1.5814,0.638,0.1283,4.2428,3.5086,0.0048,2.7516,14.5517,1,1
2.5025,8.9013,0.2605,3.2044,0.797,243.9437,0.0136,2.7799,0.7029,251.0705,268.0358,31.2435,1.5834,2.3942,2.5664,10.8906,0.0429,0.1729,0.0839,1.3766,3.6896,0.3154,0.3105,2.311,5.4806,0.041,6.4245,3.1535,1,1
2.887,3.017,0.14,0.1758,0.4521,551.0075,0.0116,2.7078,1.0885,159.9728,353.5247,5.1916,4.343,1.7923,2.3118,2.7263,0.4268,0.5921,0.0706,1.682,3.5641,0.1,0.1246,9.0542,7.5178,0.0839,11.7174,0.6886,1,1
2.7873,8.8074,0.2233,4.4156,0.3754,1474.436,0.0014,3.36,1.2532,353.7253,77.4421,26.8691,3.9389,2.2298,6.0455,12.5492,0.4352,0.2677,0.2398,2.0933,2.8197,1.397,0.2956,0.6149,1.1944,0.0969,1.0057,5.1514,1,0
1.9293,9.8235,0.1004,4.4062,1.6665,1684.8555,0.0081,1.6225,0.1619,355.6474,8.0298,18.2143,1.3409,2.0656,12.9452,8.039,0.1177,0.5994,0.0471,1.4787,0.4049,1.3181,0.4848,1.3104,2.6059,0.0212,1.4374,3.876,1,0
2.9862,3.6189,0.1554,0.5992,0.0687,476.5743,0.0136,0.1999,0.5043,12.4221,357.0129,30.6913,5.5465,1.5326,1.4471,9.9534,0.0717,0.394,0.0905,0.8759,3.9255,0.2732,0.0644,6.9981,2.8924,0.0526,9.2639,2.3579,1,1
3.7067,8.0417,0.0857,1.1451,1.4053,457.1242,0.0224,2.7187,0.9402,309.176,292.3887,32.8047,0.8586,0.7101,1.2486,7.5233,0.2272,0.4335,0.1247,2.3969,0.6826,0.739,0.2741,0.6245,6.6202,0.0467,11.858,10.269,1,1
3.1054,4.8992,0.1722,1.0316,0.1561,1052.6437,0.0013,0.7413,0.5147,298.337,197.6447,11.3054,0.195,1.573,9.3138,5.543,0.0143,0.1468,0.1549,2.8284,2.7752,1.3294,0.9645,0.9392,7.9327,0.0745,1.0805,6.3919,1,1
2.0458,6.6681,0.1234,0.5313,0.0266,567.734,0.0241,1.3523,0.716,308.3667,38.1364,16.7343,2.8701,0.2022,12.5678,2.4894,0.4273,0.5828,0.1217,0.7581,2.0535,0.0598,0.4571,2.4703,2.2715,0.0224,6.9463,9.5052,1,0
3.2755,7.1579,0.2536,3.4789,0.321,678.1874,0.0059,3.0372,0.4842,268.6863,244.5265,2.4349,0.3127,1.2452,7.0093,0.596,0.5436,0.1165,0.2084,2.8455,1.8479,1.3112,0.115,3.4535,9.1104,0.0369,12.8678,17.3871,1,1
3.9627,4.9331,0.1377,1.244,1.4624,1190.8489,0.0234,1.6393,1.2901,93.2564,375.1567,2.3746,6.1259,0.6154,5.0704,1.1181,0.3468,0.2572,0.0241,2.2763,0.9186,0.8663,0.1465,4.8192,3.3662,0.0859,0.6796,9.1991,1,1
1.0893,6.2211,0.0445,2.8081,1.0981,583.8985,0.0016,3.461,0.6246,383.465,79.23,13.5181,3.1181,0.1643,1.0637,0.908,0.1244,0.0816,0.2639,1.4628,0.6391,0.6662,0.0727,5.0875,5.5505,0.0817,13.0003,9.4338,1,1
1.8553,7.7541,0.1189,3.7748,1.166,709.1136,0.0146,1.5758,0.2198,76.7804,189.2676,8.327,6.8529,0.434,0.5347,11.458,0.2425,0.3757,0.0094,2.6906,2.719,1.0384,1.0217,6.4656,5.2871,0.0643,4.3056,12.1152,1,0
1.9245,3.4362,0.2763,1.4814,1.5068,883.1241,0.0205,0.6946,1.1826,166.7586,333.6174,4.447,0.4916,1.931,0.5721,0.7467,0.2286,0.1978,0.1932,0.9759,0.4845,0.266,0.5307,2.4495,2.7151,0.0758,12.2696,2.3653,1,1
3.6564,3.1682,0.1242,3.5646,0.0763,896.6013,0.0276,1.6918,0.713,180.1954,58.1217,1.9022,2.5855,0.5349,14.9306,14.7687,0.0168,0.5696,0.1412,2.9,4.4277,1.3105,0.0316,4.5215,4.2557,0.0848,14.9739,7.8018,1,1
3.5986,8.0133,0.0787,2.8819,1.1443,572.5711,0.0101,2.0091,1.3319,191.9473,220.714,32.0284,5.8251,2.0248,6.9579,11.8582,0.3147,0.3734,0.19,2.7178,2.7184,0.4389,0.1106,1.2826,6.5016,0.0087,1.7258,9.9927,1,1
2.7361,1.0826,0.2495,3.6925,0.4187,317.1351,0.0116,3.0121,0.6437,381.5471,167.0333,10.7222,4.6927,1.9565,13.2975,7.0262,0.3338,0.2648,0.2255,0.1685,4.8791,0.093,0.0322,8.4745,1.4496,0.0778,15.8502,12.9703,1,1
3.3926,7.2931,0.2995,1.6053,0.4313,158.6446,0.0024,0.1605,1.0894,247.2645,275.0298,18.0354,2.3162,0.3485,12.8109,6.4897,0.1908,0.0979,0.2078,0.7615,3.5441,1.3967,0.0866,4.1761,3.3153,0.0534,16.7185,19.2349,1,1
0.5758,4.6791,0.2827,2.6765,0.0597,619.7184,0.0113,0.503,0.2207,410.9152,22.6155,24.6933,6.6212,0.1754,8.2333,6.8711,0.3256,0.2198,0.2061,0.8493,4.5707,0.0331,0.3738,3.7019,1.1025,0.0538,0.2033,18.2428,1,1
3.4908,5.0701,0.0767,3.9529,0.205,936.1658,0.0085,2.6735,1.0496,389.0971,199.4036,31.6098,4.1874,1.0768,6.5313,7.7155,0.1235,0.3365,0.2191,0.9628,3.0251,0.7643,0.1573,6.5466,4.5595,0.0364,4.0372,19.8308,1,1
2.8971,4.3718,0.1313,1.9987,0.2793,762.9704,0.0023,2.975,0.2676,230.6294,56.1696,18.944,1.9695,0.3583,6.8304,6.395,0.484,0.1905,0.2753,2.4493,4.439,0.1515,0.3207,6.6225,8.6293,0.0328,1.6951,6.0406,1,1
0.9844,7.2214,0.1394,0.8463,0.0717,1676.0768,0.0027,3.0371,1.306,414.2314,9.5219,16.201,3.4352,2.3195,2.0546,11.0652,0.1523,0.1446,0.0568,2.5213,2.3209,0.9406,0.0333,6.3011,3.9828,0.0193,8.8799,14.085,1,1
0.7014,3.4628,0.203,0.2126,0.4743,497.5087,0.0134,0.5795,0.1387,298.056,35.7908,1.924,4.5153,0.9105,12.9197,12.8859,0.1979,0.3733,0.025,0.2693,2.721,0.3421,0.0609,1.669,3.2339,0.0367,1.3612,7.8217,1,1
3.7528,8.1483,0.0141,3.8569,0.5587,534.197,0.0209,1.7964,0.7914,385.451,415.7303,1.1355,6.5492,2.1487,13.2458,11.25,0.1637,0.3944,0.0258,0.4823,1.6193,1.1632,0.1592,4.1918,2.3298,0.085,18.1426,5.5742,1,1
1.2518,4.7426,0.0372,4.0705,1.3089,723.0385,0.0256,3.4742,1.3301,349.1658,160.7703,2.3397,0.099,0.3899,14.8039,3.9237,0.3966,0.4923,0.0138,2.8845,0.8753,1.1075,0.1302,3.4654,6.0165,0.0228,1.1482,6.0003,1,0
1.5262,2.0711,0.1531,1.5398,0.022,705.8266,0.0121,0.356,0.7617,389.3094,40.7698,9.7373,4.1815,0.9761,3.0543,5.0014,0.1376,0.2436,0.28,1.1355,2.7415,0.3607,0.4212,7.9077,6.0189,0.0677,1.7433,7.1561,1,1
3.2853,8.8042,0.1187,0.5359,0.3843,1130.2004,0.0185,2.7207,0.0395,385.0591,343.0523,35.0981,1.4684,0.3923,14.8213,11.8529,0.0553,0.5295,0.0478,1.2844,1.4596,0.7251,0.1196,6.1056,4.8568,0.0341,0.2222,7.6197,1,1
2.7695,6.7853,0.1057,1.57,1.5985,554.0783,0.0289,0.6604,1.0029,415.9321,353.8099,0.4208,1.7369,1.8196,6.2902,10.486,0.0765,0.0828,0.0835,0.6543,3.2322,0.3473,0.1347,1.1189,5.2077,0.0082,8.9339,7.472,1,1
3.1966,2.788,0.2937,1.184,0.8055,24.1896,0.013,3.2098,0.3894,151.0405,238.4871,5.718,4.1963,0.7145,6.3993,11.4264,0.0326,0.3157,0.2876,0.5719,3.6862,0.4516,0.3789,4.8659,7.2033,0.0971,0.5531,11.5195,1,1
3.4721,9.358,0.1017,0.6499,1.6886,601.3618,0.0008,2.4861,0.211,259.966,181.5085,2.5186,0.6313,2.3315,2.3824,8.4095,0.5885,0.394,0.246,2.6109,0.7104,0.6287,0.1345,2.3048,8.6834,0.0661,4.627,0.2928,1,0
2.7378,7.2847,0.2511,4.4177,0.2285,168.8251,0.028,0.9004,1.4854,343.2882,126.013,4.9108,0.5659,0.0353,1.2237,0.9249,0.5197,0.1042,0.2942,0.8118,2.053,1.0276,1.3268,7.9478,6.5623,0.0452,19.9285,14.7767,1,1
3.3153,0.8325,0.0932,2.6815,0.4695,561.9652,0.0203,0.3917,0.8617,372.1853,304.5926,4.4721,3.7259,1.4203,2.8271,8.2096,0.1526,0.0821,0.0664,2.2509,0.4047,0.1617,0.6147,3.874,4.5564,0.0469,3.2396,3.1422,1,0
1.3167,7.3637,0.2858,3.6374,0.0241,1430.9796,0.014,0.1109,1.3578,336.866,93.2524,35.7299,1.3119,0.2292,4.8758,2.7924,0.0203,0.5958,0.2838,0.6876,4.6303,0.0156,1.4571,1.772,8.5849,0.0485,3.6963,2.0469,1,0
1.6247,3.0297,0.1265,2.7362,0.2835,799.2405,0.0217,3.4701,0.8367,448.6385,304.4462,4.2876,2.9628,1.9961,3.252,10.5828,0.47,0.5586,0.1347,1.458,1.3189,0.1497,0.3893,5.8966,3.1508,0.0118,5.3854,18.7791,1,1
3.3015,6.5135,0.0496,3.8391,0.108,435.7346,0.0242,1.7228,0.3323,375.7833,135.6998,24.3509,5.9534,0.3047,0.6528,4.4084,0.2029,0.388,0.1008,2.6176,2.6647,0.6471,0.3069,0.3087,2.4226,0.036,18.9402,7.2115,1,1
3.9988,8.0044,0.225,2.6742,0.5096,156.3041,0.0148,2.3867,0.0836,320.257,93.6496,8.9792,3.5872,1.8501,1.9669,3.2307,0.4438,0.1527,0.0537,2.0198,0.9725,0.6301,0.5049,5.5573,4.2549,0.0428,6.7711,5.9262,1,1
3.9665,7.0143,0.0189,3.3382,0.1658,1150.9727,0.0273,1.4827,0.8577,28.69,225.1349,28.3429,6.9551,1.1028,10.494,10.0322,0.2613,0.3645,0.0121,2.7085,1.6213,0.6666,0.0722,5.4053,2.1833,0.0133,19.6078,8.1511,1,1
1.6973,7.0872,0.2388,1.8686,0.3976,719.0417,0.0146,1.9629,0.0438,155.6602,11.4046,27.8892,6.3366,2.0471,0.5017,11.1284,0.2735,0.3233,0.1108,0.9812,4.643,0.326,0.0197,2.1332,7.01,0.0182,17.4662,7.9241,1,1
1.9121,4.1083,0.2918,2.3165,0.5319,1087.3006,0.0247,0.1971,1.3406,340.0322,300.692,5.2198,1.3131,0.3206,12.206,0.9091,0.0229,0.2063,0.0218,2.4534,0.9351,0.3343,0.3711,1.644,2.6514,0.0488,5.5539,16.3555,1,1
3.321,8.1801,0.0318,2.0584,0.2805,1228.1601,0.0011,3.4987,0.9496,229.7784,443.2289,2.3486,6.7511,1.4993,1.5012,5.8695,0.3416,0.3317,0.2073,2.8812,4.8644,0.196,1.2196,6.512,1.3624,0.0571,5.1327,9.3723,1,0
2.8495,1.8135,0.1441,3.026,0.3886,1582.4953,0.0205,2.2979,1.4164,335.9639,374.2278,5.8641,2.7747,1.4181,5.9907,6.4831,0.5069,0.046,0.0753,1.6116,0.5966,0.4221,0.6683,0.2622,1.6537,0.0573,14.4381,2.4095,1,0
2.6382,3.2892,0.0779,0.8802,0.2735,120.4236,0.03,0.7883,0.9301,432.0583,445.8192,7.1803,0.3717,0.526,8.7274,6.1708,0.0981,0.1007,0.1454,1.2605,1.5217,0.2589,0.2945,8.2424,7.0055,0.0096,4.227,18.3809,1,1
3.4029,5.7516,0.2371,2.372,1.159,759.1153,0.0295,3.464,1.0064,281.4037,325.6938,18.8927,5.2313,1.1159,12.189,4.6018,0.5359,0.5031,0.1501,1.8603,3.2123,0.0823,0.6027,3.3587,0.8721,0.0386,0.3433,2.8941,1,1
1.6568,3.2794,0.2541,4.2377,0.9865,604.1063,0.0155,2.702,0.9326,444.2831,431.4291,8.5738,4.1619,0.6697,2.4144,10.0894,0.5863,0.0221,0.2452,0.9919,2.3788,0.0889,0.0506,0.418,9.1915,0.0525,10.5118,12.7753,1,1
3.9389,5.3326,0.0653,1.4846,0.4238,466.9712,0.0192,2.6419,0.6325,68.1519,233.5524,4.8244,3.1317,1.2905,5.5667,3.0273,0.1741,0.1102,0.2385,2.8958,4.3453,1.1638,0.1105,6.6282,1.5243,0.0749,14.5487,2.6089,1,1
2.3565,5.723,0.2838,4.2089,1.7381,1441.5284,0.0176,1.9122,1.3532,407.6904,138.4699,11.8749,1.1235,0.7912,2.1822,11.9797,0.339,0.1422,0.034,1.199,4.0937,1.0316,0.4536,2.3244,4.3091,0.0729,1.9145,11.8237,1,0
2.4962,9.5232,0.1175,3.9813,1.7386,1682.9289,0.0013,0.7003,0.1913,389.674,345.6706,20.0327,0.8952,0.4711,3.8987,14.6873,0.2404,0.1819,0.0611,2.0643,1.5196,0.6696,1.1642,0.6659,8.5824,0.0514,10.5457,11.496,1,1
0.6362,1.6198,0.1137,1.2229,0.9392,1705.1916,0.0173,3.3282,0.2365,324.1359,117.885,31.2369,5.2015,0.3065,0.9422,7.1141,0.2286,0.1267,0.0329,0.7537,1.4753,0.0686,0.1486,2.3882,6.1977,0.0152,3.6581,0.5609,1,1
3.2979,2.6051,0.0316,3.9692,0.8932,526.12,0.0138,0.1397,0.6996,150.2876,244.2785,2.7475,5.0653,0.139,5.3196,0.5031,0.4216,0.2137,0.1446,1.7752,4.8722,0.1088,0.4416,4.2473,8.7907,0.079,4.1948,2.4652,1,0
1.508,3.3124,0.0046,3.6883,0.0389,695.4698,0.0216,1.3472,0.4107,309.5865,58.9437,5.7544,0.6206,0.4839,6.3183,14.6915,0.2088,0.5091,0.1047,1.6877,0.2168,0.7753,1.0316,8.1082,2.6673,0.0022,16.9821,8.2289,1,1
2.4731,7.1564,0.2376,2.8252,0.4897,1066.5417,0.0085,2.4076,0.783,307.8949,276.3183,22.5174,3.2936,0.7081,9.7353,7.1098,0.5105,0.3502,0.1147,2.3464,0.6655,0.7775,0.0529,1.1605,0.8147,0.0918,17.5376,7.0193,1,1
2.9578,3.1625,0.2001,0.2649,0.0484,1354.5344,0.0294,0.0487,1.2073,366.7787,354.4569,17.5633,2.3252,0.2001,12.9049,6.2624,0.5777,0.1227,0.0051,1.3063,4.6666,0.7521,0.463,6.3277,8.4469,0.0486,8.738,19.1609,1,1
2.1715,4.4231,0.2093,0.8827,0.0318,1142.0184,0.0007,2.0826,0.8206,337.4291,406.0319,1.7525,6.1836,0.9239,4.8358,13.8975,0.2648,0.4514,0.1784,0.5275,2.7528,1.1796,0.3014,5.6408,0.7218,0.0535,18.1157,18.4263,1,1
0.7472,8.751,0.1878,2.9657,0.1208,50.125,0.0283,3.08,0.6142,165.333,325.0228,20.2708,6.8455,0.0587,12.0529,8.5324,0.5134,0.072,0.1373,1.4231,3.1631,0.3531,1.4051,3.3914,1.7305,0.0867,4.7127,14.0239,1,1
3.3631,4.796,0.2294,1.0075,0.0417,569.6027,0.0111,2.0658,1.0168,418.391,91.1843,12.4068,5.7543,0.7249,5.3965,8.7816,0.4116,0.4259,0.2703,0.9494,4.2781,0.0579,0.6659,6.7297,2.8832,0.093,6.3186,10.4483,1,1
2.3487,4.4489,0.0623,4.1367,0.2616,907.4934,0.0039,1.9548,0.4912,435.7342,396.3408,27.1179,0.2191,1.1846,14.477,11.2107,0.2873,0.4381,0.2436,2.0879,3.59,1.0014,0.8737,0.2122,1.6981,0.0457,2.1549,0.6108,1,1
0.7299,7.5738,0.2311,1.5776,1.2913,675.6285,0.0007,2.6962,1.3097,200.2295,241.6684,28.9433,2.4213,1.3898,1.7094,6.4326,0.0556,0.0342,0.2627,0.675,1.9281,0.0574,0.0769,0.5069,6.0553,0.0876,2.2041,5.1921,1,1
3.7389,8.7299,0.1227,3.5294,0.0637,1508.369,0.02,2.7974,0.1756,252.2101,87.5733,34.6982,2.0873,1.4436,11.3802,4.3779,0.2195,0.5269,0.0685,1.793,0.8364,0.9644,0.3674,7.7326,8.9413,0.0645,3.8817,16.639,1,1
3.52,1.658,0.1253,2.6179,1.7773,1108.7222,0.0051,1.7214,0.9613,405.7587,299.6915,15.7736,3.726,0.5619,0.1763,5.8774,0.2228,0.4107,0.1346,0.8586,1.4474,0.1076,0.1839,9.1159,8.624,0.0825,16.2014,13.1671,1,1
3.5691,1.433,0.123,2.8033,0.1465,1321.5801,0.0264,0.4572,0.4977,218.9961,268.1026,1.0644,3.6665,0.5535,3.3901,4.3298,0.3181,0.5071,0.0261,1.766,4.9973,0.1243,0.2486,7.0989,7.2287,0.0241,2.3029,3.7397,1,1
1.8234,4.6298,0.0803,3.802,0.8396,960.7733,0.0145,2.2396,0.7416,347.3078,269.4748,12.7989,5.0374,0.1189,4.1158,4.1555,0.2744,0.3031,0.0389,2.2476,2.2887,1.1861,0.4012,3.0704,2.1114,0.0744,3.1799,9.1531,1,1
1.3865,6.4566,0.0892,3.2578,1.3698,703.1871,0.0105,0.7927,0.604,333.8577,61.3335,17.1613,4.0588,0.4,8.9377,0.2192,0.5098,0.0236,0.0119,2.0393,0.102,1.2034,0.8388,3.9296,2.7674,0.0167,0.8876,4.4913,1,0
3.9368,8.8236,0.2187,0.3941,1.7654,843.2258,0.0253,1.356,1.2022,296.3454,110.3036,0.4987,2.5772,0.3475,0.3532,1.6146,0.4709,0.2563,0.1066,0.622,3.3824,0.8366,0.7193,4.5266,3.3992,0.0686,3.9133,6.1848,1,1
2.2314,9.5434,0.2085,2.7201,0.1722,507.1336,0.0238,0.8887,1.1375,389.1676,404.5533,18.9251,2.3876,0.3315,1.4624,3.741,0.2799,0.0461,0.1921,1.3919,3.5188,0.4497,0.181,5.7994,8.9956,0.0502,8.0043,9.2516,1,1
2.289,9.0246,0.0782,1.8006,0.0708,912.5684,0.0239,0.2774,0.4125,353.5184,292.496,26.0346,6.5704,1.194,14.2361,8.5733,0.0427,0.3571,0.0533,0.4975,3.8175,0.7124,0.1102,5.6455,8.8756,0.0734,17.4677,1.4956,1,1
0.6497,3.2206,0.1409,0.9054,0.0665,1256.7563,0.0291,1.1011,0.5987,242.2421,14.0389,33.4019,5.6464,0.2752,7.2794,14.497,0.032,0.5288,0.0498,0.631,0.6768,0.0567,0.1866,2.9217,2.4801,0.0277,4.5137,7.2731,1,1
2.8429,3.2377,0.2135,0.8971,0.6,1217.2106,0.0055,0.4977,0.8542,305.9201,65.5095,1.6214,2.0397,0.7052,2.3864,3.4467,0.4358,0.3357,0.008,1.3949,4.0531,0.9706,1.397,2.3732,5.4254,0.0555,14.3264,13.6295,1,1
3.9294,2.6629,0.1505,4.3497,0.2712,1565.6851,0.0023,2.2078,0.2344,230.4111,49.9829,33.0409,4.6833,0.1619,3.5616,8.8659,0.5922,0.0139,0.226,1.7464,0.337,1.3589,0.0637,3.0612,8.6451,0.0337,7.2664,4.6794,1,1
3.6817,4.8715,0.1179,3.0339,0.9448,239.4119,0.0205,0.7773,0.7858,257.639,22.7824,4.2369,0.1793,1.0357,5.6513,12.9085,0.0649,0.2215,0.1126,0.3906,3.7245,0.0896,1.3577,1.5058,2.1903,0.0312,2.2464,5.5626,1,0
2.9475,6.8597,0.0838,0.1823,0.0701,918.3757,0.0224,2.3978,0.3976,355.1187,218.9362,31.4025,0.1617,1.1368,1.2766,4.1216,0.3561,0.1441,0.2446,0.4482,3.4581,0.0818,0.4931,2.8157,2.9441,0.0159,17.5661,16.4627,1,0
2.3394,9.6414,0.0438,0.4906,0.2514,455.5597,0.0197,2.7914,0.846,121.4674,168.1939,15.223,0.1946,0.4552,7.8698,9.6046,0.3412,0.4425,0.0902,2.7653,3.0278,1.3395,0.0793,7.6192,8.9395,0.0506,3.9865,17.3286,1,1
2.7636,9.2857,0.1542,2.139,1.1209,760.7583,0.0091,2.0055,0.0153,294.2597,364.3499,6.9296,1.3428,1.1742,4.1541,10.1622,0.3057,0.0616,0.2638,0.05,1.8749,0.9314,0.1872,0.7911,2.8286,0.0263,11.4525,12.9702,1,1
1.8533,8.1003,0.1339,2.0761,0.4302,526.6941,0.0029,3.335,0.499,388.2285,359.2597,6.2981,1.9724,0.761,6.9411,9.9897,0.2029,0.4189,0.2506,2.1342,1.3764,1.323,0.2178,7.7641,2.3791,0.0559,0.2268,12.4457,1,1
2.981,8.3206,0.2173,3.1359,0.1258,1622.7402,0.0116,2.5781,0.6066,403.7653,343.4021,14.8803,2.0175,0.4177,14.9357,5.005,0.5667,0.3248,0.0795,0.9694,1.6703,0.4662,0.1113,7.9486,7.8791,0.0131,3.956,11.0776,1,1
2.73,2.4557,0.2605,1.2732,0.494,616.565,0.0171,3.4536,0.2367,329.1124,361.9963,9.278,4.9829,1.7425,1.0975,6.3197,0.3096,0.511,0.0126,0.5686,1.5419,0.4115,0.442,1.7419,9.0617,0.0293,5.9483,6.3258,1,0
1.6903,3.9717,0.1347,3.5654,0.1985,1050.4391,0.0183,1.4425,0.9011,88.1734,266.5114,26.8248,4.2244,1.6097,0.202,1.0951,0.1331,0.5616,0.1927,2.8271,0.3468,1.4106,0.2383,2.7599,2.1271,0.0264,15.9543,0.5393,1,1
2.5191,6.6511,0.1658,1.5607,0.1366,96.3701,0.0046,0.5353,0.1524,186.7337,12.2527,19.4941,3.6002,1.4251,14.0663,7.3893,0.5858,0.407,0.0613,0.8072,3.5039,0.3609,0.7614,2.9198,5.0785,0.016,6.0995,16.4449,1,1
2.4665,0.616,0.2918,0.1105,0.0591,706.177,0.0286,0.5858,0.2164,13.0395,283.2227,26.1531,0.1755,1.9988,13.8252,12.5069,0.4531,0.0607,0.1147,2.6581,0.8651,0.4483,0.2022,2.2664,4.8673,0.06,2.7942,6.9272,1,1
2.9009,6.3084,0.1283,4.2136,1.2258,1086.5582,0.0298,2.9148,0.1122,217.0594,65.3071,10.9025,6.4864,0.3276,14.5583,14.1561,0.0142,0.51,0.1978,2.2753,0.7269,0.424,0.8863,1.3565,2.0401,0.0606,0.3427,7.1591,1,1
3.162,8.3193,0.1129,3.7883,0.6634,305.3445,0.0212,2.3198,0.3677,436.7197,267.362,8.1783,1.406,1.4516,11.9917,11.4545,0.5357,0.3724,0.259,1.0308,3.5844,0.9984,0.8697,2.6184,6.3149,0.0262,1.3456,14.0172,1,1
3.1945,4.1644,0.1731,3.3826,0.3105,954.0347,0.0039,0.2222,1.0481,169.5669,409.0208,28.6723,1.0507,0.9535,10.9685,12.5236,0.2476,0.3727,0.0865,2.2404,0.4462,0.1798,0.2863,7.4571,0.4758,0.0768,0.4595,6.3401,1,0
